x,y
143.5014424889547,1556.1438507774856
143.45641237336895,1556.641818575067
143.4113822577832,1557.1397863726484
143.36625036898238,1557.6377440907393
143.32110631166256,1558.1357005243763
143.27595372506914,1558.633656128909
143.2303679037832,1559.1315734800855
143.18478208249724,1559.629490831262
143.13919626121128,1560.1274081824386
143.09377218414147,1560.6253394222801
143.0486077366602,1561.1232940181073
143.0034432891789,1561.6212486139345
142.958124342803,1562.1191902545254
142.91280539642707,1562.6171318951162
142.86721673262264,1563.1150484703653
142.8216280688182,1563.6129650456144
142.7763884312185,1564.1109142072428
142.7311487936188,1564.6088633688712
142.68595578493807,1565.1068167722563
142.64076277625736,1565.6047701756413
142.59507127892505,1566.1026780858717
142.54980938911365,1566.600625232997
142.50428347032516,1567.0985466783425
142.45875755153668,1567.596468123688
142.4132316327482,1568.0943895690336
142.36311501631815,1568.5918715421572
142.31213169229193,1569.0892652260668
142.26093551891051,1569.5866371139302
142.22056109521282,1570.0850024553154
142.18178802668785,1570.5834948120073
142.14370512709036,1571.0820393993656
142.1058890717161,1571.5806041222718
142.06841194601668,1572.0791940985434
142.03078635375323,1572.577767945396
141.9932883442042,1573.076354294593
141.95575278330182,1573.5749398600146
141.91821722239945,1574.0735254254362
141.88068166149708,1574.5721109908577
141.87895864871098,1574.5949978022836
